FileName,EmoDetail
rmn_e001a_4.1-2_63.wav,WORKER00014347; Happy; Happy; A:4.000000; V:5.000000; D:5.000000;
rmn_e001a_4.1-2_63.wav,"WORKER00014368; Sad; Sad,Concerned,Disappointed; A:5.000000; V:3.000000; D:5.000000;"
rmn_e001a_4.1-2_70.wav,"WORKER00014343; Surprise; Neutral,Surprise; A:4.000000; V:4.000000; D:4.000000;"
rmn_e001a_4.1-2_70.wav,"WORKER00014364; Happy; Happy,Excited; A:5.000000; V:6.000000; D:4.000000;"
rmn_e001a_4.1-2_70.wav,"WORKER00014363; Surprise; Happy,Amused,Surprise; A:4.000000; V:5.000000; D:4.000000;"
rmn_e001a_4.1-2_70.wav,WORKER00014350; Happy; Happy; A:4.000000; V:6.000000; D:5.000000;
rmn_e001a_4.1-2_70.wav,"WORKER00014345; Happy; Happy,Neutral; A:4.000000; V:5.000000; D:5.000000;"
rmn_e001a_4.1-2_76.wav,"WORKER00014325; Sad; Sad,Concerned,Disappointed; A:2.000000; V:4.000000; D:4.000000;"
rmn_e001a_4.1-2_76.wav,WORKER00014348; Neutral; Neutral; A:4.000000; V:4.000000; D:4.000000;
rmn_e001a_4.1-2_76.wav,"WORKER00014356; Neutral; Amused,Neutral,Concerned; A:4.000000; V:5.000000; D:4.000000;"
rmn_e001a_4.1-2_76.wav,"WORKER00014349; Sad; Sad,Disappointed; A:2.000000; V:3.000000; D:3.000000;"
rmn_e001a_4.1-2_76.wav,WORKER00014329; Neutral; Neutral; A:5.000000; V:4.000000; D:4.000000;
rmn_e001a_4.1-2_79.wav,"WORKER00014332; Sad; Sad,Depressed; A:2.000000; V:1.000000; D:2.000000;"
rmn_e001a_4.1-2_79.wav,"WORKER00014342; Neutral; Sad,Neutral,Depressed,Concerned; A:2.000000; V:3.000000; D:4.000000;"
rmn_e001a_4.1-2_79.wav,WORKER00014328; Neutral; Neutral; A:5.000000; V:4.000000; D:4.000000;
rmn_e001a_4.1-2_79.wav,"WORKER00014349; Sad; Sad,Disappointed; A:2.000000; V:4.000000; D:3.000000;"
rmn_e001a_4.1-2_79.wav,WORKER00014335; Sad; Sad; A:4.000000; V:3.000000; D:4.000000;
rmn_e001a_4.1-2_8.wav,"WORKER00014364; Sad; Sad,Neutral,Concerned,Disappointed; A:4.000000; V:3.000000; D:3.000000;"
rmn_e001a_4.1-2_8.wav,"WORKER00014347; Angry; Angry,Frustrated,Disappointed; A:4.000000; V:3.000000; D:5.000000;"
rmn_e001a_4.1-2_8.wav,"WORKER00014365; Neutral; Neutral,Frustrated,Concerned; A:4.000000; V:3.000000; D:3.000000;"
rmn_e001a_4.1-2_8.wav,"WORKER00014363; Sad; Sad,Neutral,Frustrated,Depressed,Disappointed; A:4.000000; V:3.000000; D:4.000000;"
rmn_e001a_4.1-2_8.wav,"WORKER00014366; Neutral; Neutral,Concerned; A:4.000000; V:3.000000; D:5.000000;"
rmn_e001a_4.1-2_80.wav,"WORKER00014325; Neutral; Neutral,Concerned,Disappointed; A:2.000000; V:4.000000; D:4.000000;"
rmn_e001a_4.1-2_80.wav,"WORKER00014348; Angry; Angry,Frustrated,Concerned,Disappointed,Annoyed; A:5.000000; V:3.000000; D:6.000000;"
rmn_e001a_4.1-2_80.wav,"WORKER00014356; Angry; Angry,Disgust,Disappointed; A:5.000000; V:3.000000; D:5.000000;"
rmn_e001a_4.1-2_80.wav,"WORKER00014349; Other-Annoyed; Frustrated,Annoyed; A:5.000000; V:3.000000; D:5.000000;"
rmn_e001a_4.1-2_80.wav,WORKER00014329; Other-Annoyed; Annoyed; A:5.000000; V:2.000000; D:5.000000;
rmn_e001a_4.1-2_97.wav,"WORKER00014325; Contempt; Concerned,Disappointed,Contempt; A:2.000000; V:4.000000; D:5.000000;"
rmn_e001a_4.1-2_97.wav,"WORKER00014348; Angry; Angry,Frustrated,Surprise,Concerned,Disgust,Disappointed; A:3.000000; V:2.000000; D:5.000000;"
rmn_e001a_4.1-2_97.wav,"WORKER00014356; Disgust; Frustrated,Disgust,Disappointed; A:5.000000; V:3.000000; D:6.000000;"
rmn_e001a_4.1-2_97.wav,"WORKER00014349; Surprise; Surprise,Disappointed; A:2.000000; V:3.000000; D:5.000000;"
rmn_e001a_4.1-2_97.wav,"WORKER00014329; Surprise; Surprise,Concerned; A:4.000000; V:4.000000; D:4.000000;"
rmn_e001a_41.1-2_10.wav,"WORKER00014363; Sad; Sad,Frustrated,Depressed,Disappointed; A:4.000000; V:3.000000; D:5.000000;"
rmn_e001a_41.1-2_10.wav,"WORKER00014368; Happy; Happy,Concerned; A:4.000000; V:5.000000; D:5.000000;"
rmn_e001a_41.1-2_10.wav,WORKER00014369; Neutral; Neutral; A:5.000000; V:5.000000; D:5.000000;
rmn_e001a_41.1-2_10.wav,"WORKER00014366; Neutral; Neutral,Concerned; A:3.000000; V:3.000000; D:6.000000;"
rmn_e001a_41.1-2_10.wav,"WORKER00014345; Sad; Sad,Concerned; A:3.000000; V:3.000000; D:4.000000;"
rmn_e001a_41.1-2_11.wav,WORKER00014343; Neutral; Neutral; A:3.000000; V:3.000000; D:3.000000;
rmn_e001a_41.1-2_11.wav,"WORKER00014363; Fear; Concerned,Confused,Fear; A:4.000000; V:3.000000; D:4.000000;"
rmn_e001a_41.1-2_11.wav,"WORKER00014364; Neutral; Neutral,Concerned,Fear; A:5.000000; V:3.000000; D:4.000000;"
rmn_e001a_41.1-2_11.wav,"WORKER00014347; Sad; Sad,Concerned,Fear; A:5.000000; V:3.000000; D:5.000000;"
rmn_e001a_41.1-2_11.wav,"WORKER00014367; Fear; Concerned,Fear; A:2.000000; V:2.000000; D:4.000000;"
rmn_e001a_43.1-2_1.wav,"WORKER00014363; Angry; Angry,Frustrated; A:5.000000; V:3.000000; D:5.000000;"
rmn_e001a_43.1-2_1.wav,"WORKER00014368; Happy; Happy,Concerned,Excited; A:5.000000; V:5.000000; D:5.000000;"
rmn_e001a_43.1-2_1.wav,WORKER00014369; Angry; Angry; A:5.000000; V:4.000000; D:5.000000;
rmn_e001a_43.1-2_1.wav,"WORKER00014366; Angry; Happy,Amused,Surprise; A:4.000000; V:5.000000; D:5.000000;"
rmn_e001a_43.1-2_1.wav,"WORKER00014345; Surprise; Surprise,Concerned,Confused; A:6.000000; V:2.000000; D:4.000000;"
rmn_e001a_43.1-2_11.wav,WORKER00014369; Neutral; Neutral; A:3.000000; V:4.000000; D:4.000000;
rmn_e001a_43.1-2_11.wav,WORKER00014343; Neutral; Neutral; A:4.000000; V:3.000000; D:3.000000;
rmn_e001a_43.1-2_11.wav,"WORKER00014367; Fear; Concerned,Fear; A:5.000000; V:2.000000; D:5.000000;"
rmn_e001a_43.1-2_11.wav,"WORKER00014364; Neutral; Sad,Neutral,Concerned,Confused; A:6.000000; V:4.000000; D:4.000000;"
rmn_e001a_43.1-2_11.wav,"WORKER00014332; Neutral; Neutral,Concerned; A:4.000000; V:4.000000; D:4.000000;"
rmn_e001a_43.1-2_12.wav,"WORKER00014325; Neutral; Neutral,Frustrated,Concerned,Disappointed; A:5.000000; V:3.000000; D:4.000000;"
rmn_e001a_43.1-2_12.wav,"WORKER00014348; Happy; Happy,Surprise,Other-Grateful; A:6.000000; V:5.000000; D:5.000000;"
rmn_e001a_43.1-2_12.wav,"WORKER00014356; Happy; Happy,Amused,Excited; A:5.000000; V:6.000000; D:5.000000;"
rmn_e001a_43.1-2_12.wav,"WORKER00014349; Other-Frustrated; Angry,Frustrated,Annoyed; A:5.000000; V:2.000000; D:5.000000;"
rmn_e001a_43.1-2_12.wav,WORKER00014329; Happy; Happy; A:6.000000; V:6.000000; D:5.000000;
rmn_e001a_43.1-2_23.wav,"WORKER00014365; Neutral; Happy,Neutral,Excited; A:4.000000; V:5.000000; D:5.000000;"
rmn_e001a_43.1-2_23.wav,"WORKER00014345; Happy; Happy,Neutral; A:3.000000; V:5.000000; D:5.000000;"
rmn_e001a_43.1-2_23.wav,WORKER00014332; Happy; Happy; A:4.000000; V:5.000000; D:4.000000;
rmn_e001a_43.1-2_23.wav,"WORKER00014343; Happy; Happy,Neutral; A:4.000000; V:5.000000; D:5.000000;"
rmn_e001a_43.1-2_23.wav,"WORKER00014366; Happy; Happy,Surprise; A:4.000000; V:5.000000; D:4.000000;"
rmn_e001a_43.1-2_3.wav,"WORKER00014325; Neutral; Neutral,Concerned; A:5.000000; V:3.000000; D:3.000000;"
rmn_e001a_43.1-2_3.wav,"WORKER00014348; Happy; Happy,Neutral,Other-Grateful; A:6.000000; V:5.000000; D:5.000000;"
rmn_e001a_43.1-2_3.wav,"WORKER00014356; Happy; Happy,Concerned; A:5.000000; V:5.000000; D:5.000000;"
rmn_e001a_43.1-2_3.wav,"WORKER00014349; Other-Concerned; Concerned,Annoyed; A:2.000000; V:3.000000; D:5.000000;"
rmn_e001a_43.1-2_3.wav,WORKER00014329; Happy; Happy; A:5.000000; V:6.000000; D:5.000000;
rmn_e001a_43.1-2_33.wav,"WORKER00014365; Happy; Happy,Neutral; A:5.000000; V:5.000000; D:4.000000;"
rmn_e001a_43.1-2_33.wav,WORKER00014332; Happy; Happy; A:4.000000; V:5.000000; D:4.000000;
rmn_e001a_43.1-2_33.wav,"WORKER00014343; Happy; Happy,Neutral; A:3.000000; V:5.000000; D:3.000000;"
rmn_e001a_43.1-2_33.wav,"WORKER00014364; Happy; Happy,Neutral,Excited; A:5.000000; V:5.000000; D:4.000000;"
rmn_e001a_43.1-2_33.wav,"WORKER00014350; Happy; Happy,Excited; A:4.000000; V:5.000000; D:5.000000;"
rmn_e001a_43.1-2_4.wav,"WORKER00014363; Surprise; Happy,Amused,Surprise; A:5.000000; V:5.000000; D:5.000000;"
rmn_e001a_43.1-2_4.wav,"WORKER00014368; Happy; Happy,Concerned; A:4.000000; V:5.000000; D:5.000000;"
rmn_e001a_43.1-2_4.wav,"WORKER00014369; Surprise; Neutral,Surprise; A:5.000000; V:4.000000; D:4.000000;"
rmn_e001a_43.1-2_4.wav,"WORKER00014366; Neutral; Neutral,Surprise; A:5.000000; V:3.000000; D:6.000000;"
rmn_e001a_43.1-2_4.wav,"WORKER00014345; Happy; Happy,Excited; A:5.000000; V:5.000000; D:5.000000;"
rmn_e001a_45.1-2_10.wav,"WORKER00014356; Sad; Sad,Frustrated,Concerned; A:3.000000; V:3.000000; D:5.000000;"
rmn_e001a_45.1-2_10.wav,"WORKER00014342; Neutral; Neutral,Frustrated,Concerned,Excited; A:4.000000; V:4.000000; D:5.000000;"
rmn_e001a_45.1-2_10.wav,"WORKER00014332; Angry; Angry,Frustrated; A:5.000000; V:2.000000; D:5.000000;"
rmn_e001a_45.1-2_10.wav,"WORKER00014349; Sad; Sad,Depressed; A:2.000000; V:3.000000; D:3.000000;"
rmn_e001a_45.1-2_10.wav,"WORKER00014344; Happy; Happy,Fear; A:6.000000; V:3.000000; D:6.000000;"
rmn_e001a_45.1-2_18.wav,"WORKER00014356; Neutral; Happy,Neutral; A:4.000000; V:5.000000; D:5.000000;"
rmn_e001a_45.1-2_18.wav,"WORKER00014342; Neutral; Happy,Neutral; A:5.000000; V:5.000000; D:5.000000;"
rmn_e001a_45.1-2_18.wav,"WORKER00014332; Angry; Angry,Frustrated; A:6.000000; V:1.000000; D:6.000000;"
rmn_e001a_45.1-2_18.wav,"WORKER00014349; Other-Disappointed; Disappointed,Annoyed; A:6.000000; V:2.000000; D:6.000000;"
rmn_e001a_45.1-2_18.wav,"WORKER00014344; Happy; Happy,Excited; A:6.000000; V:5.000000; D:5.000000;"
rmn_e001a_45.1-2_27.wav,"WORKER00014363; Surprise; Amused,Surprise,Concerned; A:4.000000; V:5.000000; D:3.000000;"
rmn_e001a_45.1-2_27.wav,"WORKER00014368; Happy; Happy,Amused,Concerned; A:3.000000; V:5.000000; D:5.000000;"
rmn_e001a_45.1-2_27.wav,"WORKER00014369; Happy; Happy,Amused; A:4.000000; V:5.000000; D:5.000000;"
rmn_e001a_45.1-2_27.wav,"WORKER00014366; Sad; Sad,Depressed; A:2.000000; V:3.000000; D:3.000000;"
rmn_e001a_45.1-2_27.wav,"WORKER00014345; Neutral; Neutral,Concerned; A:3.000000; V:4.000000; D:5.000000;"
rmn_e001a_45.1-2_28.wav,"WORKER00014356; Other-nervous; Concerned,Other-nervous; A:5.000000; V:3.000000; D:3.000000;"
rmn_e001a_45.1-2_28.wav,"WORKER00014342; Neutral; Happy,Neutral,Excited; A:4.000000; V:5.000000; D:4.000000;"
rmn_e001a_45.1-2_28.wav,"WORKER00014332; Sad; Sad,Concerned; A:5.000000; V:1.000000; D:5.000000;"
rmn_e001a_45.1-2_28.wav,"WORKER00014349; Neutral; Neutral,Concerned; A:6.000000; V:4.000000; D:5.000000;"
rmn_e001a_45.1-2_28.wav,"WORKER00014344; Happy; Happy,Excited; A:6.000000; V:6.000000; D:6.000000;"
rmn_e001a_45.1-2_30.wav,"WORKER00014356; Sad; Sad,Frustrated,Concerned; A:3.000000; V:3.000000; D:4.000000;"
rmn_e001a_45.1-2_30.wav,"WORKER00014342; Neutral; Sad,Neutral,Frustrated,Concerned,Annoyed; A:5.000000; V:3.000000; D:5.000000;"
rmn_e001a_45.1-2_30.wav,"WORKER00014332; Sad; Sad,Concerned; A:3.000000; V:2.000000; D:3.000000;"
rmn_e001a_45.1-2_30.wav,"WORKER00014349; Other-Disappointed; Sad,Disappointed; A:2.000000; V:3.000000; D:5.000000;"
rmn_e001a_45.1-2_30.wav,"WORKER00014344; Other-Concerned; Sad,Concerned; A:4.000000; V:3.000000; D:5.000000;"
rmn_e001a_45.1-2_52.wav,"WORKER00014356; Neutral; Neutral,Frustrated,Concerned; A:5.000000; V:4.000000; D:5.000000;"
rmn_e001a_45.1-2_52.wav,"WORKER00014342; Neutral; Sad,Neutral,Concerned; A:4.000000; V:4.000000; D:3.000000;"
rmn_e001a_45.1-2_52.wav,"WORKER00014332; Sad; Sad,Depressed; A:2.000000; V:1.000000; D:2.000000;"
rmn_e001a_45.1-2_52.wav,"WORKER00014349; Neutral; Neutral,Confused; A:5.000000; V:3.000000; D:3.000000;"
rmn_e001a_45.1-2_52.wav,"WORKER00014344; Happy; Happy,Concerned; A:6.000000; V:5.000000; D:4.000000;"
rmn_e001a_45.1-2_69.wav,"WORKER00014363; Sad; Sad,Frustrated,Depressed,Disappointed; A:4.000000; V:3.000000; D:3.000000;"
rmn_e001a_45.1-2_69.wav,"WORKER00014368; Other-Concerned; Sad,Frustrated,Concerned,Disappointed; A:4.000000; V:3.000000; D:5.000000;"
rmn_e001a_45.1-2_69.wav,"WORKER00014369; Happy; Happy,Amused; A:5.000000; V:5.000000; D:4.000000;"
rmn_e001a_45.1-2_69.wav,WORKER00014366; Neutral; Neutral; A:3.000000; V:4.000000; D:3.000000;
rmn_e001a_45.1-2_69.wav,"WORKER00014345; Neutral; Neutral,Concerned; A:3.000000; V:4.000000; D:4.000000;"
rmn_e001a_45.1-2_74.wav,WORKER00014328; Neutral; Neutral; A:5.000000; V:4.000000; D:4.000000;
rmn_e001a_45.1-2_74.wav,"WORKER00014344; Sad; Sad,Concerned; A:4.000000; V:3.000000; D:3.000000;"
rmn_e001a_45.1-2_74.wav,"WORKER00014332; Sad; Sad,Concerned; A:2.000000; V:1.000000; D:4.000000;"
rmn_e001a_45.1-2_74.wav,"WORKER00014342; Neutral; Angry,Neutral,Frustrated,Disappointed,Annoyed; A:3.000000; V:4.000000; D:6.000000;"
rmn_e001a_45.1-2_74.wav,"WORKER00014349; Sad; Sad,Disappointed; A:3.000000; V:2.000000; D:2.000000;"
rmn_e001a_45.1-2_9.wav,"WORKER00014356; Sad; Sad,Frustrated,Disappointed; A:3.000000; V:3.000000; D:5.000000;"
rmn_e001a_45.1-2_9.wav,"WORKER00014342; Angry; Angry,Frustrated,Annoyed,Contempt; A:5.000000; V:2.000000; D:5.000000;"
rmn_e001a_45.1-2_9.wav,"WORKER00014332; Angry; Angry,Contempt; A:5.000000; V:1.000000; D:5.000000;"
rmn_e001a_45.1-2_9.wav,"WORKER00014349; Sad; Sad,Disappointed; A:2.000000; V:3.000000; D:3.000000;"
rmn_e001a_45.1-2_9.wav,"WORKER00014344; Other-Concerned; Happy,Concerned; A:3.000000; V:3.000000; D:4.000000;"
rmn_e001a_46.1-2_13.wav,"WORKER00014356; Neutral; Neutral,Concerned,Confused; A:5.000000; V:4.000000; D:4.000000;"
rmn_e001a_46.1-2_13.wav,"WORKER00014342; Neutral; Neutral,Concerned,Confused,Fear; A:6.000000; V:3.000000; D:5.000000;"
rmn_e001a_46.1-2_13.wav,"WORKER00014332; Angry; Angry,Frustrated; A:5.000000; V:1.000000; D:6.000000;"
rmn_e001a_46.1-2_13.wav,"WORKER00014349; Other-Confused; Disappointed,Confused; A:6.000000; V:3.000000; D:6.000000;"
rmn_e001a_46.1-2_13.wav,WORKER00014344; Other-Concerned; Concerned; A:5.000000; V:3.000000; D:5.000000;
rmn_e001a_46.1-2_6.wav,WORKER00014332; Happy; Happy; A:4.000000; V:5.000000; D:4.000000;
rmn_e001a_46.1-2_6.wav,WORKER00014343; Neutral; Neutral; A:3.000000; V:4.000000; D:4.000000;
rmn_e001a_46.1-2_6.wav,"WORKER00014364; Sad; Sad,Happy,Neutral,Concerned; A:4.000000; V:3.000000; D:3.000000;"
rmn_e001a_46.1-2_6.wav,"WORKER00014363; Surprise; Happy,Amused,Surprise,Concerned; A:3.000000; V:5.000000; D:4.000000;"
rmn_e001a_46.1-2_6.wav,"WORKER00014350; Happy; Happy,Other-Grateful; A:4.000000; V:5.000000; D:4.000000;"
rmn_e001a_46.1-2_9.wav,"WORKER00014365; Neutral; Amused,Neutral; A:4.000000; V:5.000000; D:4.000000;"
rmn_e001a_46.1-2_9.wav,"WORKER00014364; Neutral; Neutral,Concerned; A:3.000000; V:3.000000; D:4.000000;"
rmn_e001a_46.1-2_9.wav,"WORKER00014368; Sad; Sad,Concerned; A:3.000000; V:3.000000; D:5.000000;"
rmn_e001a_46.1-2_9.wav,"WORKER00014367; Neutral; Amused,Neutral; A:4.000000; V:4.000000; D:5.000000;"
rmn_e001a_46.1-2_9.wav,"WORKER00014347; Angry; Angry,Frustrated,Concerned,Confused; A:5.000000; V:3.000000; D:5.000000;"
rmn_e001a_52.1-2_11.wav,"WORKER00014364; Happy; Happy,Neutral,Excited; A:5.000000; V:5.000000; D:4.000000;"
rmn_e001a_52.1-2_11.wav,WORKER00014365; Neutral; Neutral; A:3.000000; V:4.000000; D:4.000000;
rmn_e001a_52.1-2_11.wav,"WORKER00014363; Angry; Angry,Frustrated,Annoyed; A:5.000000; V:3.000000; D:4.000000;"
rmn_e001a_52.1-2_11.wav,"WORKER00014366; Neutral; Neutral,Surprise,Concerned; A:4.000000; V:5.000000; D:5.000000;"
rmn_e001a_52.1-2_11.wav,WORKER00014369; Neutral; Neutral; A:3.000000; V:4.000000; D:5.000000;
rmn_e001a_52.1-2_15.wav,"WORKER00014356; Surprise; Happy,Surprise,Excited; A:5.000000; V:5.000000; D:5.000000;"
rmn_e001a_52.1-2_15.wav,"WORKER00014342; Happy; Happy,Amused,Excited,Confused; A:5.000000; V:6.000000; D:5.000000;"
rmn_e001a_52.1-2_15.wav,"WORKER00014332; Happy; Happy,Excited; A:6.000000; V:6.000000; D:6.000000;"
rmn_e001a_52.1-2_15.wav,"WORKER00014344; Surprise; Happy,Amused,Surprise; A:5.000000; V:5.000000; D:5.000000;"
rmn_e001a_52.1-2_15.wav,"WORKER00014349; Surprise; Happy,Amused,Surprise; A:3.000000; V:6.000000; D:4.000000;"
rmn_e001a_52.1-2_22.wav,"WORKER00014356; Surprise; Happy,Frustrated,Surprise; A:5.000000; V:5.000000; D:4.000000;"
rmn_e001a_52.1-2_22.wav,"WORKER00014342; Neutral; Happy,Neutral,Excited,Confused; A:4.000000; V:4.000000; D:4.000000;"
rmn_e001a_52.1-2_22.wav,"WORKER00014332; Happy; Happy,Amused; A:4.000000; V:6.000000; D:4.000000;"
rmn_e001a_52.1-2_22.wav,"WORKER00014344; Sad; Sad,Concerned; A:6.000000; V:3.000000; D:5.000000;"
rmn_e001a_52.1-2_22.wav,"WORKER00014349; Other-Disappointed; Depressed,Disappointed; A:5.000000; V:2.000000; D:5.000000;"
rmn_e001a_52.1-2_27.wav,"WORKER00014356; Happy; Happy,Concerned,Excited; A:5.000000; V:5.000000; D:5.000000;"
rmn_e001a_52.1-2_27.wav,"WORKER00014342; Neutral; Happy,Neutral,Excited; A:3.000000; V:5.000000; D:3.000000;"
rmn_e001a_52.1-2_27.wav,"WORKER00014332; Happy; Happy,Excited; A:4.000000; V:6.000000; D:5.000000;"
rmn_e001a_52.1-2_27.wav,"WORKER00014344; Sad; Sad,Concerned; A:5.000000; V:3.000000; D:4.000000;"
rmn_e001a_52.1-2_27.wav,"WORKER00014349; Happy; Happy,Excited; A:3.000000; V:5.000000; D:4.000000;"
rmn_e001a_52.1-2_29.wav,"WORKER00014350; Neutral; Neutral,Other-Curious; A:5.000000; V:4.000000; D:4.000000;"
rmn_e001a_52.1-2_29.wav,"WORKER00014365; Neutral; Amused,Neutral,Excited; A:4.000000; V:4.000000; D:4.000000;"
rmn_e001a_52.1-2_29.wav,"WORKER00014345; Happy; Happy,Excited; A:5.000000; V:5.000000; D:5.000000;"
rmn_e001a_52.1-2_29.wav,WORKER00014332; Other-Concerned; Concerned; A:5.000000; V:3.000000; D:4.000000;
rmn_e001a_52.1-2_29.wav,"WORKER00014343; Surprise; Surprise,Confused; A:5.000000; V:4.000000; D:4.000000;"
rmn_e001b_105.1-2_11.wav,"WORKER00014363; Angry; Angry,Frustrated,Annoyed; A:5.000000; V:3.000000; D:4.000000;"
rmn_e001b_105.1-2_11.wav,"WORKER00014368; Angry; Angry,Disappointed,Annoyed; A:5.000000; V:3.000000; D:5.000000;"
rmn_e001b_105.1-2_11.wav,WORKER00014369; Neutral; Neutral; A:5.000000; V:4.000000; D:4.000000;
rmn_e001b_105.1-2_11.wav,"WORKER00014366; Angry; Angry,Frustrated,Annoyed; A:5.000000; V:3.000000; D:6.000000;"
rmn_e001b_105.1-2_11.wav,"WORKER00014347; Angry; Angry,Frustrated,Disappointed,Annoyed; A:5.000000; V:2.000000; D:5.000000;"
rmn_e001b_105.1-2_2.wav,"WORKER00014364; Angry; Angry,Neutral,Frustrated,Annoyed; A:6.000000; V:3.000000; D:6.000000;"
rmn_e001b_105.1-2_2.wav,"WORKER00014347; Angry; Angry,Frustrated,Disappointed,Annoyed; A:4.000000; V:3.000000; D:5.000000;"
rmn_e001b_105.1-2_2.wav,"WORKER00014365; Surprise; Amused,Surprise; A:5.000000; V:4.000000; D:3.000000;"
rmn_e001b_105.1-2_2.wav,"WORKER00014363; Angry; Angry,Frustrated,Annoyed; A:5.000000; V:3.000000; D:4.000000;"
rmn_e001b_105.1-2_2.wav,"WORKER00014366; Neutral; Neutral,Concerned; A:5.000000; V:3.000000; D:5.000000;"
rmn_e001b_105.1-2_22.wav,"WORKER00014363; Surprise; Happy,Amused,Surprise,Excited; A:5.000000; V:5.000000; D:4.000000;"
rmn_e001b_105.1-2_22.wav,"WORKER00014368; Happy; Happy,Concerned; A:4.000000; V:5.000000; D:5.000000;"
rmn_e001b_105.1-2_22.wav,"WORKER00014369; Happy; Happy,Other-Grateful; A:3.000000; V:5.000000; D:4.000000;"
rmn_e001b_105.1-2_22.wav,"WORKER00014366; Happy; Happy,Neutral; A:3.000000; V:5.000000; D:5.000000;"
rmn_e001b_105.1-2_22.wav,"WORKER00014345; Happy; Happy,Neutral; A:4.000000; V:5.000000; D:5.000000;"
rmn_e001b_105.1-2_8.wav,"WORKER00014343; Happy; Happy,Amused; A:5.000000; V:5.000000; D:5.000000;"
rmn_e001b_105.1-2_8.wav,"WORKER00014363; Surprise; Happy,Amused,Surprise; A:5.000000; V:5.000000; D:4.000000;"
rmn_e001b_105.1-2_8.wav,"WORKER00014345; Happy; Happy,Excited; A:5.000000; V:5.000000; D:5.000000;"
rmn_e001b_105.1-2_8.wav,"WORKER00014364; Happy; Happy,Amused,Excited; A:7.000000; V:6.000000; D:6.000000;"
rmn_e001b_105.1-2_8.wav,"WORKER00014347; Happy; Happy,Amused; A:3.000000; V:5.000000; D:4.000000;"
rmn_e001b_108.1-2_115.wav,"WORKER00014365; Surprise; Neutral,Surprise; A:5.000000; V:5.000000; D:5.000000;"
rmn_e001b_108.1-2_115.wav,WORKER00014332; Angry; Angry; A:4.000000; V:2.000000; D:4.000000;
rmn_e001b_108.1-2_115.wav,"WORKER00014343; Surprise; Neutral,Surprise; A:5.000000; V:3.000000; D:4.000000;"
rmn_e001b_108.1-2_115.wav,"WORKER00014364; Sad; Sad,Neutral,Concerned; A:3.000000; V:4.000000; D:3.000000;"
rmn_e001b_108.1-2_115.wav,WORKER00014350; Sad; Sad; A:4.000000; V:3.000000; D:5.000000;
rmn_e001b_108.1-2_127.wav,"WORKER00014365; Neutral; Neutral,Surprise; A:2.000000; V:4.000000; D:5.000000;"
rmn_e001b_108.1-2_127.wav,"WORKER00014345; Contempt; Annoyed,Contempt; A:4.000000; V:3.000000; D:5.000000;"
rmn_e001b_108.1-2_127.wav,WORKER00014332; Happy; Happy; A:3.000000; V:5.000000; D:4.000000;
rmn_e001b_108.1-2_127.wav,WORKER00014343; Neutral; Neutral; A:4.000000; V:3.000000; D:4.000000;
rmn_e001b_108.1-2_127.wav,"WORKER00014366; Neutral; Neutral,Concerned; A:3.000000; V:3.000000; D:4.000000;"
rmn_e001b_108.1-2_142.wav,WORKER00014365; Neutral; Neutral; A:2.000000; V:4.000000; D:6.000000;
rmn_e001b_108.1-2_142.wav,"WORKER00014347; Angry; Angry,Frustrated,Disappointed; A:5.000000; V:3.000000; D:5.000000;"
rmn_e001b_108.1-2_142.wav,"WORKER00014368; Sad; Sad,Concerned,Disappointed; A:3.000000; V:3.000000; D:4.000000;"
rmn_e001b_108.1-2_142.wav,WORKER00014346; Neutral; Neutral; A:4.000000; V:4.000000; D:4.000000;
rmn_e001b_108.1-2_142.wav,WORKER00014369; Neutral; Neutral; A:5.000000; V:4.000000; D:4.000000;
rmn_e001b_108.1-2_37.wav,"WORKER00014363; Happy; Happy,Amused; A:4.000000; V:5.000000; D:4.000000;"
rmn_e001b_108.1-2_37.wav,"WORKER00014368; Happy; Happy,Concerned; A:3.000000; V:5.000000; D:5.000000;"
rmn_e001b_108.1-2_37.wav,"WORKER00014369; Neutral; Happy,Neutral,Other-Grateful; A:4.000000; V:5.000000; D:4.000000;"
rmn_e001b_108.1-2_37.wav,WORKER00014366; Neutral; Neutral; A:3.000000; V:5.000000; D:3.000000;
rmn_e001b_108.1-2_37.wav,"WORKER00014345; Happy; Happy,Neutral; A:3.000000; V:5.000000; D:5.000000;"
rmn_e001b_108.1-2_59.wav,"WORKER00014365; Happy; Happy,Excited; A:6.000000; V:6.000000; D:5.000000;"
rmn_e001b_108.1-2_59.wav,WORKER00014332; Happy; Happy; A:4.000000; V:5.000000; D:4.000000;
rmn_e001b_108.1-2_59.wav,"WORKER00014343; Happy; Happy,Neutral; A:4.000000; V:5.000000; D:4.000000;"
rmn_e001b_108.1-2_59.wav,"WORKER00014364; Angry; Angry,Neutral,Frustrated,Annoyed; A:6.000000; V:3.000000; D:5.000000;"
rmn_e001b_108.1-2_59.wav,"WORKER00014363; Angry; Angry,Frustrated,Concerned,Annoyed; A:5.000000; V:3.000000; D:4.000000;"
rmn_e001b_108.1-2_74.wav,"WORKER00014363; Sad; Sad,Depressed,Disappointed; A:3.000000; V:3.000000; D:4.000000;"
rmn_e001b_108.1-2_74.wav,"WORKER00014368; Sad; Sad,Concerned; A:3.000000; V:3.000000; D:5.000000;"
